training_row_id,run_id,festival_year,university_id,student_count,campus_scale,booth_id,menu_id,booth_zone,menu_category,price,observation_timestamp,target_window_end,festival_day,day_of_week,is_weekend,minutes_to_close,recent_sales_5m,recent_sales_30m,previous_sales_30m,recent_tickets_30m,current_stock,initial_stock,stockout_flag,booth_ticket_count_30m,booth_unique_menu_count_1m,precipitation_probability,temperature,event_ending_soon,discount_rate,discount_elapsed_minutes,discount_arm,assigned_discount_rate,future_sales_30m,future_latent_30m,censored_window_flag,data_class
2023-hanbit-univ-1723,2023-hanbit-univ,2023,hanbit-univ,22000,1.4667,B12,B12-M04,D,dessert,3000.0,2023-05-22T19:30:00,2023-05-22T20:00:00,3,0,0,149,2,16,31,7,166,297,0,39,3,0,22.7,1,0,0,1,10,20,20,0,SYNTHETIC_FINAL_TRAINING
2023-hanbit-univ-1724,2023-hanbit-univ,2023,hanbit-univ,22000,1.4667,B12,B12-M04,D,dessert,3000.0,2023-05-22T20:00:00,2023-05-22T20:30:00,3,0,0,119,10,20,16,7,146,297,0,35,1,0,20.9,0,10,0,1,10,14,14,0,SYNTHETIC_FINAL_TRAINING
2023-hanbit-univ-1725,2023-hanbit-univ,2023,hanbit-univ,22000,1.4667,B12,B12-M04,D,dessert,3000.0,2023-05-22T20:30:00,2023-05-22T21:00:00,3,0,0,89,0,14,20,5,132,297,0,29,1,0,20.8,0,10,30,1,10,7,7,0,SYNTHETIC_FINAL_TRAINING
2023-hanbit-univ-1726,2023-hanbit-univ,2023,hanbit-univ,22000,1.4667,B12,B12-M04,D,dessert,3000.0,2023-05-22T21:00:00,2023-05-22T21:30:00,3,0,0,59,0,7,14,3,125,297,0,30,2,1,22.5,0,10,60,1,10,15,15,0,SYNTHETIC_FINAL_TRAINING
2023-hanbit-univ-1727,2023-hanbit-univ,2023,hanbit-univ,22000,1.4667,B12,B12-M04,D,dessert,3000.0,2023-05-22T21:30:00,2023-05-22T22:00:00,3,0,0,29,0,15,7,8,110,297,0,27,1,1,21.3,0,0,0,1,10,7,7,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-0,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T16:00:00,2023-05-20T16:30:00,1,5,1,359,0,0,0,0,184,184,0,0,0,0,18.9,0,0,0,1,10,2,2,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-1,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T16:30:00,2023-05-20T17:00:00,1,5,1,329,1,2,0,2,182,184,0,13,1,0,19.0,0,0,0,1,10,10,10,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-2,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T17:00:00,2023-05-20T17:30:00,1,5,1,299,2,10,2,5,172,184,0,18,2,0,19.4,0,0,0,1,10,15,15,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-3,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T17:30:00,2023-05-20T18:00:00,1,5,1,269,7,15,10,8,157,184,0,27,0,0,19.8,0,0,0,1,10,21,21,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-4,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T18:00:00,2023-05-20T18:30:00,1,5,1,239,7,21,15,10,136,184,0,27,2,0,18.7,0,0,0,1,10,17,17,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-5,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T18:30:00,2023-05-20T19:00:00,1,5,1,209,2,17,21,8,119,184,0,45,0,1,17.4,0,10,0,1,10,34,34,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-6,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T19:00:00,2023-05-20T19:30:00,1,5,1,179,3,34,17,9,85,184,0,34,0,0,17.2,1,0,0,1,10,21,21,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-7,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T19:30:00,2023-05-20T20:00:00,1,5,1,149,4,21,34,8,64,184,0,26,1,0,17.7,1,10,0,1,10,17,17,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-8,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T20:00:00,2023-05-20T20:30:00,1,5,1,119,1,17,21,8,47,184,0,20,1,2,17.9,0,10,30,1,10,10,10,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-9,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T20:30:00,2023-05-20T21:00:00,1,5,1,89,0,10,17,4,37,184,0,15,1,0,16.2,0,0,0,1,10,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-10,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T21:00:00,2023-05-20T21:30:00,1,5,1,59,2,6,10,4,31,184,0,10,0,1,17.9,0,0,0,1,10,13,13,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-11,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-20T21:30:00,2023-05-20T22:00:00,1,5,1,29,2,13,6,6,18,184,0,10,0,0,16.8,0,10,0,1,10,15,15,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-12,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T16:00:00,2023-05-21T16:30:00,2,6,1,359,2,2,0,1,182,184,0,2,2,0,21.6,0,0,0,1,20,14,14,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-13,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T16:30:00,2023-05-21T17:00:00,2,6,1,329,3,14,2,7,168,184,0,22,0,2,22.1,0,0,0,1,20,2,2,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-14,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T17:00:00,2023-05-21T17:30:00,2,6,1,299,0,2,14,2,166,184,0,13,0,1,21.6,0,0,0,1,20,23,23,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-15,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T17:30:00,2023-05-21T18:00:00,2,6,1,269,0,23,2,9,143,184,0,33,1,0,21.9,0,0,0,1,20,19,19,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-16,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T18:00:00,2023-05-21T18:30:00,2,6,1,239,8,19,23,8,124,184,0,30,2,0,19.0,0,20,0,1,20,8,8,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-17,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T18:30:00,2023-05-21T19:00:00,2,6,1,209,0,8,19,5,116,184,0,35,1,0,20.1,0,0,0,1,20,36,36,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-18,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T19:00:00,2023-05-21T19:30:00,2,6,1,179,14,36,8,12,80,184,0,41,1,1,20.2,1,0,0,1,20,23,23,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-19,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T19:30:00,2023-05-21T20:00:00,2,6,1,149,3,23,36,10,57,184,0,25,1,0,19.6,1,20,0,1,20,12,12,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-20,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T20:00:00,2023-05-21T20:30:00,2,6,1,119,0,12,23,4,45,184,0,22,0,0,20.4,0,0,0,1,20,9,9,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-21,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T20:30:00,2023-05-21T21:00:00,2,6,1,89,0,9,12,5,36,184,0,12,0,1,18.9,0,0,0,1,20,5,5,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-22,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T21:00:00,2023-05-21T21:30:00,2,6,1,59,0,5,9,2,31,184,0,8,1,0,18.9,0,20,0,1,20,11,11,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-23,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-21T21:30:00,2023-05-21T22:00:00,2,6,1,29,4,11,5,6,20,184,0,6,1,0,20.1,0,0,0,1,20,1,1,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-24,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T16:00:00,2023-05-22T16:30:00,3,0,0,359,0,0,0,0,184,184,0,2,1,53,20.3,0,0,0,0,0,3,3,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-25,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T16:30:00,2023-05-22T17:00:00,3,0,0,329,0,3,0,1,181,184,0,7,0,58,19.6,0,0,0,0,0,9,9,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-26,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T17:00:00,2023-05-22T17:30:00,3,0,0,299,3,9,3,3,172,184,0,14,2,37,19.5,0,0,0,0,0,16,16,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-27,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T17:30:00,2023-05-22T18:00:00,3,0,0,269,3,16,9,7,156,184,0,20,3,61,19.7,0,0,0,0,0,3,3,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-28,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T18:00:00,2023-05-22T18:30:00,3,0,0,239,3,3,16,2,153,184,0,16,1,52,19.3,0,0,0,0,0,20,20,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-29,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T18:30:00,2023-05-22T19:00:00,3,0,0,209,0,20,3,6,133,184,0,23,1,46,19.6,0,0,0,0,0,13,13,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-30,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T19:00:00,2023-05-22T19:30:00,3,0,0,179,4,13,20,6,120,184,0,22,1,48,18.3,1,0,0,0,0,17,17,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-31,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T19:30:00,2023-05-22T20:00:00,3,0,0,149,5,17,13,6,103,184,0,15,0,13,17.5,1,0,0,0,0,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-32,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T20:00:00,2023-05-22T20:30:00,3,0,0,119,1,6,17,2,97,184,0,20,0,55,17.7,0,0,0,0,0,5,5,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-33,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T20:30:00,2023-05-22T21:00:00,3,0,0,89,0,5,6,3,92,184,0,14,1,44,19.0,0,0,0,0,0,8,8,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-34,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T21:00:00,2023-05-22T21:30:00,3,0,0,59,0,8,5,4,84,184,0,13,0,41,16.7,0,0,0,0,0,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-35,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M01,A,food,6000.0,2023-05-22T21:30:00,2023-05-22T22:00:00,3,0,0,29,0,6,8,4,78,184,0,16,0,71,17.4,0,0,0,0,0,10,10,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-36,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T16:00:00,2023-05-20T16:30:00,1,5,1,359,0,0,0,0,155,155,0,0,0,0,18.9,0,0,0,1,30,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-37,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T16:30:00,2023-05-20T17:00:00,1,5,1,329,0,6,0,4,149,155,0,13,1,0,19.0,0,0,0,1,30,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-38,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T17:00:00,2023-05-20T17:30:00,1,5,1,299,3,6,6,3,143,155,0,18,2,0,19.4,0,0,0,1,30,16,16,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-39,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T17:30:00,2023-05-20T18:00:00,1,5,1,269,0,16,6,8,127,155,0,27,0,0,19.8,0,0,0,1,30,16,16,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-40,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T18:00:00,2023-05-20T18:30:00,1,5,1,239,6,16,16,6,111,155,0,27,2,0,18.7,0,30,0,1,30,41,41,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-41,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T18:30:00,2023-05-20T19:00:00,1,5,1,209,4,41,16,17,70,155,0,45,0,1,17.4,0,0,0,1,30,20,20,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-42,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T19:00:00,2023-05-20T19:30:00,1,5,1,179,0,20,41,9,50,155,0,34,0,0,17.2,1,0,0,1,30,13,13,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-43,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T19:30:00,2023-05-20T20:00:00,1,5,1,149,3,13,20,6,37,155,0,26,1,0,17.7,1,0,0,1,30,30,30,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-44,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T20:00:00,2023-05-20T20:30:00,1,5,1,119,0,30,13,8,7,155,0,20,1,2,17.9,0,0,0,1,30,7,9,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-45,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T20:30:00,2023-05-20T21:00:00,1,5,1,89,0,7,30,3,0,155,1,15,1,0,16.2,0,0,0,1,30,0,3,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-46,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T21:00:00,2023-05-20T21:30:00,1,5,1,59,0,0,7,0,0,155,1,10,0,1,17.9,0,30,0,1,30,0,6,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-47,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-20T21:30:00,2023-05-20T22:00:00,1,5,1,29,0,0,0,0,0,155,1,10,0,0,16.8,0,0,0,1,30,0,6,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-48,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T16:00:00,2023-05-21T16:30:00,2,6,1,359,0,0,0,0,155,155,0,2,2,0,21.6,0,0,0,1,20,10,10,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-49,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T16:30:00,2023-05-21T17:00:00,2,6,1,329,0,10,0,5,145,155,0,22,0,2,22.1,0,0,0,1,20,5,5,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-50,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T17:00:00,2023-05-21T17:30:00,2,6,1,299,0,5,10,5,140,155,0,13,0,1,21.6,0,0,0,1,20,14,14,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-51,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T17:30:00,2023-05-21T18:00:00,2,6,1,269,0,14,5,6,126,155,0,33,1,0,21.9,0,0,0,1,20,21,21,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-52,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T18:00:00,2023-05-21T18:30:00,2,6,1,239,10,21,14,8,105,155,0,30,2,0,19.0,0,0,0,1,20,25,25,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-53,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T18:30:00,2023-05-21T19:00:00,2,6,1,209,3,25,21,10,80,155,0,35,1,0,20.1,0,0,0,1,20,24,24,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-54,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T19:00:00,2023-05-21T19:30:00,2,6,1,179,3,24,25,9,56,155,0,41,1,1,20.2,1,20,0,1,20,27,27,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-55,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T19:30:00,2023-05-21T20:00:00,2,6,1,149,5,27,24,11,29,155,0,25,1,0,19.6,1,20,30,1,20,26,26,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-56,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T20:00:00,2023-05-21T20:30:00,2,6,1,119,4,26,27,10,3,155,0,22,0,0,20.4,0,0,0,1,20,3,6,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-57,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T20:30:00,2023-05-21T21:00:00,2,6,1,89,2,3,26,2,0,155,1,12,0,1,18.9,0,20,0,1,20,0,13,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-58,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T21:00:00,2023-05-21T21:30:00,2,6,1,59,0,0,3,0,0,155,1,8,1,0,18.9,0,0,0,1,20,0,17,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-59,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-21T21:30:00,2023-05-21T22:00:00,2,6,1,29,0,0,0,0,0,155,1,6,1,0,20.1,0,20,0,1,20,0,15,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-60,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T16:00:00,2023-05-22T16:30:00,3,0,0,359,5,5,0,2,150,155,0,2,1,53,20.3,0,0,0,0,0,2,2,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-61,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T16:30:00,2023-05-22T17:00:00,3,0,0,329,0,2,5,2,148,155,0,7,0,58,19.6,0,0,0,0,0,11,11,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-62,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T17:00:00,2023-05-22T17:30:00,3,0,0,299,3,11,2,5,137,155,0,14,2,37,19.5,0,0,0,0,0,2,2,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-63,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T17:30:00,2023-05-22T18:00:00,3,0,0,269,0,2,11,1,135,155,0,20,3,61,19.7,0,0,0,0,0,11,11,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-64,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T18:00:00,2023-05-22T18:30:00,3,0,0,239,0,11,2,4,124,155,0,16,1,52,19.3,0,0,0,0,0,19,19,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-65,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T18:30:00,2023-05-22T19:00:00,3,0,0,209,7,19,11,7,105,155,0,23,1,46,19.6,0,0,0,0,0,9,9,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-66,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T19:00:00,2023-05-22T19:30:00,3,0,0,179,3,9,19,5,96,155,0,22,1,48,18.3,1,0,0,0,0,5,5,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-67,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T19:30:00,2023-05-22T20:00:00,3,0,0,149,0,5,9,2,91,155,0,15,0,13,17.5,1,0,0,0,0,9,9,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-68,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T20:00:00,2023-05-22T20:30:00,3,0,0,119,0,9,5,5,82,155,0,20,0,55,17.7,0,0,0,0,0,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-69,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T20:30:00,2023-05-22T21:00:00,3,0,0,89,0,6,9,2,76,155,0,14,1,44,19.0,0,0,0,0,0,7,7,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-70,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T21:00:00,2023-05-22T21:30:00,3,0,0,59,0,7,6,3,69,155,0,13,0,41,16.7,0,0,0,0,0,19,19,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-71,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M02,A,drink,3500.0,2023-05-22T21:30:00,2023-05-22T22:00:00,3,0,0,29,9,19,7,10,50,155,0,16,0,71,17.4,0,0,0,0,0,18,18,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-72,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T16:00:00,2023-05-20T16:30:00,1,5,1,359,0,0,0,0,94,94,0,0,0,0,18.9,0,0,0,1,20,8,8,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-73,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T16:30:00,2023-05-20T17:00:00,1,5,1,329,0,8,0,3,86,94,0,13,1,0,19.0,0,0,0,1,20,5,5,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-74,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T17:00:00,2023-05-20T17:30:00,1,5,1,299,0,5,8,3,81,94,0,18,2,0,19.4,0,0,0,1,20,11,11,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-75,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T17:30:00,2023-05-20T18:00:00,1,5,1,269,0,11,5,5,70,94,0,27,0,0,19.8,0,0,0,1,20,7,7,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-76,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T18:00:00,2023-05-20T18:30:00,1,5,1,239,0,7,11,4,63,94,0,27,2,0,18.7,0,0,0,1,20,19,19,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-77,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T18:30:00,2023-05-20T19:00:00,1,5,1,209,1,19,7,9,44,94,0,45,0,1,17.4,0,0,0,1,20,15,15,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-78,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T19:00:00,2023-05-20T19:30:00,1,5,1,179,0,15,19,7,29,94,0,34,0,0,17.2,1,0,0,1,20,14,14,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-79,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T19:30:00,2023-05-20T20:00:00,1,5,1,149,2,14,15,5,15,94,0,26,1,0,17.7,1,0,0,1,20,6,6,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-80,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T20:00:00,2023-05-20T20:30:00,1,5,1,119,0,6,14,2,9,94,0,20,1,2,17.9,0,0,0,1,20,8,8,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-81,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T20:30:00,2023-05-20T21:00:00,1,5,1,89,5,8,6,4,1,94,0,15,1,0,16.2,0,0,0,1,20,1,1,0,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-82,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T21:00:00,2023-05-20T21:30:00,1,5,1,59,0,1,8,1,0,94,1,10,0,1,17.9,0,20,0,1,20,0,9,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-83,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-20T21:30:00,2023-05-20T22:00:00,1,5,1,29,0,0,1,0,0,94,1,10,0,0,16.8,0,20,30,1,20,0,10,1,SYNTHETIC_FINAL_TRAINING
2023-mirae-univ-84,2023-mirae-univ,2023,mirae-univ,9000,0.6,B01,B01-M03,A,dessert,4500.0,2023-05-21T16:00:00,2023-05-21T16:30:00,2,6,1,359,0,0,0,0,94,94,0,2,2,0,21.6,0,0,0,1,30,9,9,0,SYNTHETIC_FINAL_TRAINING
