festival_id,festival_day,booth_id,menu_id,booth_zone,snapshot_timestamp,hour,minute_of_day,second_of_minute,minutes_to_close,is_weekend,day_of_week,menu_category,price_krw,initial_stock,current_stock,recent_sales_5m,recent_sales_30m,previous_sales_30m,recent_tickets_30m,discount_rate,discount_elapsed_minutes,discount_arm,assigned_discount_rate,temperature_c,rain_mm,crowd_index,performance_phase,event_ending_soon,next_30m_sales_qty,next_30m_latent_qty,censored_window_flag,minutes_to_stockout,expected_leftover_qty,stockout_flag,final_leftover_qty,bakery_calibration_source,data_class,booth_ticket_count_30m,booth_unique_menu_count_1m
zerofest-synthetic-2026,3,B03,B03-M01,C,2026-05-22T19:30:00,19,1170,0,149,0,4,dessert,3000,130,74,0,2,16,1,0,0,0,0,17.6,0.04,0.604,main_stage,1,11,11,0,202,29,0,39,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,3,B03,B03-M01,C,2026-05-22T20:00:00,20,1200,0,119,0,4,dessert,3000,130,63,0,11,2,6,0,0,0,0,18.8,0.0,0.35,after_stage,0,5,5,0,378,47,0,39,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,0
zerofest-synthetic-2026,3,B03,B03-M01,C,2026-05-22T20:30:00,20,1230,0,89,0,4,dessert,3000,130,58,4,5,11,2,0,0,0,0,17.4,0.0,0.402,after_stage,0,9,9,0,194,36,0,39,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,17,1
zerofest-synthetic-2026,3,B03,B03-M01,C,2026-05-22T21:00:00,21,1260,0,59,0,4,dessert,3000,130,49,4,9,5,4,0,0,0,0,17.6,0.0,0.268,normal,0,5,5,0,294,41,0,39,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,3,B03,B03-M01,C,2026-05-22T21:30:00,21,1290,0,29,0,4,dessert,3000,130,44,0,5,9,2,0,0,0,0,17.3,0.05,0.198,normal,0,5,5,0,264,40,0,39,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,7,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T16:00:00,16,960,0,359,0,2,food,4500,180,180,0,0,0,0,0,0,1,20,23.2,0.02,0.266,normal,0,13,13,0,416,52,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,0,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T16:30:00,16,990,0,329,0,2,food,4500,180,167,0,13,0,5,0,0,1,20,24.1,0.0,0.218,normal,0,4,4,0,1253,131,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T17:00:00,17,1020,0,299,0,2,food,4500,180,163,2,4,13,3,0,0,1,20,21.6,0.01,0.466,pre_stage,0,18,18,0,272,15,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,1
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T17:30:00,17,1050,0,269,0,2,food,4500,180,145,1,18,4,10,0,0,1,20,23.4,0.0,0.448,pre_stage,0,8,8,0,544,86,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,34,1
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T18:00:00,18,1080,0,239,0,2,food,4500,180,137,4,8,18,5,20,0,1,20,22.2,0.0,0.584,main_stage,0,20,20,0,206,6,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T18:30:00,18,1110,0,209,0,2,food,4500,180,117,4,20,8,10,20,30,1,20,22.9,0.0,0.585,main_stage,0,20,20,0,176,2,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,1
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T19:00:00,19,1140,0,179,0,2,food,4500,180,97,11,20,20,5,0,0,1,20,22.1,0.03,0.576,main_stage,1,21,21,0,139,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,29,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T19:30:00,19,1170,0,149,0,2,food,4500,180,76,9,21,20,9,20,0,1,20,22.4,0.0,0.563,main_stage,1,22,22,0,104,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,2
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T20:00:00,20,1200,0,119,0,2,food,4500,180,54,6,22,21,8,0,0,1,20,20.9,0.0,0.357,after_stage,0,5,5,0,324,38,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T20:30:00,20,1230,0,89,0,2,food,4500,180,49,3,5,22,2,20,0,1,20,22.4,0.0,0.355,after_stage,0,20,20,0,74,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,2
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T21:00:00,21,1260,0,59,0,2,food,4500,180,29,6,20,5,8,20,30,1,20,20.9,0.01,0.238,normal,0,16,16,0,55,3,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,1,B03,B03-M02,C,2026-05-20T21:30:00,21,1290,0,29,0,2,food,4500,180,13,5,16,20,5,0,0,1,20,19.7,0.02,0.223,normal,0,13,14,1,30,2,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T16:00:00,16,960,0,359,0,3,food,4500,180,180,0,0,0,0,0,0,1,30,21.7,0.56,0.238,normal,0,5,5,0,1080,131,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T16:30:00,16,990,0,329,0,3,food,4500,180,175,1,5,0,2,0,0,1,30,21.1,0.66,0.205,normal,0,9,9,0,584,94,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T17:00:00,17,1020,0,299,0,3,food,4500,180,166,1,9,5,5,0,0,1,30,20.2,0.45,0.4,pre_stage,0,30,30,0,166,0,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T17:30:00,17,1050,0,269,0,3,food,4500,180,136,1,30,9,13,0,0,1,30,21.4,0.47,0.442,pre_stage,0,7,7,0,583,84,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,31,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T18:00:00,18,1080,0,239,0,3,food,4500,180,129,4,7,30,3,0,0,1,30,21.9,0.79,0.623,main_stage,0,15,15,0,258,31,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,21,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T18:30:00,18,1110,0,209,0,3,food,4500,180,114,7,15,7,4,0,0,1,30,20.3,0.52,0.544,main_stage,0,13,13,0,264,39,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,26,1
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T19:00:00,19,1140,0,179,0,3,food,4500,180,101,0,13,15,5,0,0,1,30,19.6,0.51,0.499,main_stage,1,3,3,0,1010,86,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,28,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T19:30:00,19,1170,0,149,0,3,food,4500,180,98,2,3,13,2,30,0,1,30,19.8,0.56,0.524,main_stage,1,16,16,0,184,32,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,21,1
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T20:00:00,20,1200,0,119,0,3,food,4500,180,82,5,16,3,6,0,0,1,30,20.2,0.47,0.298,after_stage,0,9,9,0,274,52,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,1
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T20:30:00,20,1230,0,89,0,3,food,4500,180,73,3,9,16,4,0,0,1,30,19.2,0.43,0.381,after_stage,0,5,5,0,438,61,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,1
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T21:00:00,21,1260,0,59,0,3,food,4500,180,68,1,5,9,3,0,0,1,30,18.0,0.63,0.209,normal,0,1,1,0,2040,66,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,18,0
zerofest-synthetic-2026,2,B03,B03-M02,C,2026-05-21T21:30:00,21,1290,0,29,0,3,food,4500,180,67,0,1,5,1,30,0,1,30,18.6,0.36,0.247,normal,0,8,8,0,252,60,0,59,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,2
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T16:00:00,16,960,0,359,0,4,food,4500,180,180,0,0,0,0,0,0,0,0,19.7,0.01,0.208,normal,0,2,2,0,2700,160,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T16:30:00,16,990,0,329,0,4,food,4500,180,178,0,2,0,1,0,0,0,0,20.0,0.01,0.279,normal,0,0,0,0,17800,178,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T17:00:00,17,1020,0,299,0,4,food,4500,180,178,0,0,2,0,0,0,0,0,20.0,0.09,0.42,pre_stage,0,27,27,0,198,0,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,1
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T17:30:00,17,1050,0,269,0,4,food,4500,180,151,2,27,0,11,0,0,0,0,19.8,0.0,0.401,pre_stage,0,12,12,0,378,62,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,2
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T18:00:00,18,1080,0,239,0,4,food,4500,180,139,3,12,27,5,0,0,0,0,18.9,0.01,0.649,main_stage,0,6,6,0,695,100,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,17,1
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T18:30:00,18,1110,0,209,0,4,food,4500,180,133,1,6,12,3,0,0,0,0,18.8,0.0,0.593,main_stage,0,8,8,0,499,87,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,25,1
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T19:00:00,19,1140,0,179,0,4,food,4500,180,125,3,8,6,3,0,0,0,0,17.9,0.0,0.674,main_stage,1,11,11,0,341,71,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T19:30:00,19,1170,0,149,0,4,food,4500,180,114,0,11,8,4,0,0,0,0,17.6,0.04,0.604,main_stage,1,12,12,0,285,65,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T20:00:00,20,1200,0,119,0,4,food,4500,180,102,2,12,11,6,0,0,0,0,18.8,0.0,0.35,after_stage,0,20,20,0,153,36,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,0
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T20:30:00,20,1230,0,89,0,4,food,4500,180,82,8,20,12,10,0,0,0,0,17.4,0.0,0.402,after_stage,0,12,12,0,205,52,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,17,1
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T21:00:00,21,1260,0,59,0,4,food,4500,180,70,2,12,20,5,0,0,0,0,17.6,0.0,0.268,normal,0,1,1,0,2100,68,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,3,B03,B03-M02,C,2026-05-22T21:30:00,21,1290,0,29,0,4,food,4500,180,69,0,1,12,1,0,0,0,0,17.3,0.05,0.198,normal,0,6,6,0,345,64,0,63,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,7,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T16:00:00,16,960,0,359,0,2,drink,3000,141,141,0,0,0,0,0,0,1,10,23.2,0.02,0.266,normal,0,7,7,0,605,72,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,0,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T16:30:00,16,990,0,329,0,2,drink,3000,141,134,6,7,0,2,0,0,1,10,24.1,0.0,0.218,normal,0,12,12,0,335,26,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T17:00:00,17,1020,0,299,0,2,drink,3000,141,122,4,12,7,6,0,0,1,10,21.6,0.01,0.466,pre_stage,0,18,18,0,204,0,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,1
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T17:30:00,17,1050,0,269,0,2,drink,3000,141,104,1,18,12,9,0,0,1,10,23.4,0.0,0.448,pre_stage,0,12,12,0,260,15,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,34,1
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T18:00:00,18,1080,0,239,0,2,drink,3000,141,92,0,12,18,5,10,0,1,10,22.2,0.0,0.584,main_stage,0,18,18,0,154,0,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T18:30:00,18,1110,0,209,0,2,drink,3000,141,74,5,18,12,8,10,30,1,10,22.9,0.0,0.585,main_stage,0,20,20,0,111,0,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,1
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T19:00:00,19,1140,0,179,0,2,drink,3000,141,54,1,20,18,8,10,60,1,10,22.1,0.03,0.576,main_stage,1,2,2,0,810,44,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,29,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T19:30:00,19,1170,0,149,0,2,drink,3000,141,52,0,2,20,1,10,90,1,10,22.4,0.0,0.563,main_stage,1,8,8,0,195,19,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,2
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T20:00:00,20,1200,0,119,0,2,drink,3000,141,44,6,8,2,3,10,120,1,10,20.9,0.0,0.357,after_stage,0,4,4,0,330,31,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T20:30:00,20,1230,0,89,0,2,drink,3000,141,40,0,4,8,1,0,0,1,10,22.4,0.0,0.355,after_stage,0,2,2,0,600,35,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,2
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T21:00:00,21,1260,0,59,0,2,drink,3000,141,38,0,2,4,2,10,0,1,10,20.9,0.01,0.238,normal,0,13,13,0,88,17,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,1,B03,B03-M03,C,2026-05-20T21:30:00,21,1290,0,29,0,2,drink,3000,141,25,2,13,2,5,10,30,1,10,19.7,0.02,0.223,normal,0,7,7,0,108,19,0,18,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T16:00:00,16,960,0,359,0,3,drink,3000,141,141,0,0,0,0,0,0,1,10,21.7,0.56,0.238,normal,0,17,17,0,249,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T16:30:00,16,990,0,329,0,3,drink,3000,141,124,1,17,0,7,0,0,1,10,21.1,0.66,0.205,normal,0,6,6,0,620,70,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T17:00:00,17,1020,0,299,0,3,drink,3000,141,118,3,6,17,4,0,0,1,10,20.2,0.45,0.4,pre_stage,0,14,14,0,253,3,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T17:30:00,17,1050,0,269,0,3,drink,3000,141,104,6,14,6,6,0,0,1,10,21.4,0.47,0.442,pre_stage,0,8,8,0,390,45,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,31,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T18:00:00,18,1080,0,239,0,3,drink,3000,141,96,1,8,14,6,10,0,1,10,21.9,0.79,0.623,main_stage,0,19,19,0,152,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,21,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T18:30:00,18,1110,0,209,0,3,drink,3000,141,77,3,19,8,8,10,30,1,10,20.3,0.52,0.544,main_stage,0,16,16,0,145,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,26,1
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T19:00:00,19,1140,0,179,0,3,drink,3000,141,61,5,16,19,6,0,0,1,10,19.6,0.51,0.499,main_stage,1,19,19,0,97,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,28,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T19:30:00,19,1170,0,149,0,3,drink,3000,141,42,0,19,16,6,10,0,1,10,19.8,0.56,0.524,main_stage,1,14,14,0,90,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,21,1
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T20:00:00,20,1200,0,119,0,3,drink,3000,141,28,1,14,19,7,10,30,1,10,20.2,0.47,0.298,after_stage,0,13,13,0,65,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,1
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T20:30:00,20,1230,0,89,0,3,drink,3000,141,15,4,13,14,4,10,60,1,10,19.2,0.43,0.381,after_stage,0,11,11,0,41,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,1
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T21:00:00,21,1260,0,59,0,3,drink,3000,141,4,0,11,13,5,10,90,1,10,18.0,0.63,0.209,normal,0,4,9,1,30,0,0,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,18,0
zerofest-synthetic-2026,2,B03,B03-M03,C,2026-05-21T21:30:00,21,1290,0,29,0,3,drink,3000,141,0,0,4,11,3,0,0,1,10,18.6,0.36,0.247,normal,0,0,8,1,0,0,1,0,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,2
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T16:00:00,16,960,0,359,0,4,drink,3000,141,139,2,2,0,1,0,0,0,0,19.7,0.01,0.208,normal,0,5,5,0,834,90,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,1,1
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T16:30:00,16,990,0,329,0,4,drink,3000,141,134,0,5,2,4,0,0,0,0,20.0,0.01,0.279,normal,0,6,6,0,670,80,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,14,0
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T17:00:00,17,1020,0,299,0,4,drink,3000,141,128,0,6,5,4,0,0,0,0,20.0,0.09,0.42,pre_stage,0,17,17,0,226,0,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,1
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T17:30:00,17,1050,0,269,0,4,drink,3000,141,111,5,17,6,8,0,0,0,0,19.8,0.0,0.401,pre_stage,0,8,8,0,417,52,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,2
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T18:00:00,18,1080,0,239,0,4,drink,3000,141,103,3,8,17,6,0,0,0,0,18.9,0.01,0.649,main_stage,0,18,18,0,172,0,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,17,1
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T18:30:00,18,1110,0,209,0,4,drink,3000,141,85,2,18,8,8,0,0,0,0,18.8,0.0,0.593,main_stage,0,6,6,0,425,51,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,25,1
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T19:00:00,19,1140,0,179,0,4,drink,3000,141,79,0,6,18,4,0,0,0,0,17.9,0.0,0.674,main_stage,1,1,1,0,2370,74,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,13,0
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T19:30:00,19,1170,0,149,0,4,drink,3000,141,78,0,1,6,1,0,0,0,0,17.6,0.04,0.604,main_stage,1,18,18,0,130,4,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T20:00:00,20,1200,0,119,0,4,drink,3000,141,60,3,18,1,6,0,0,0,0,18.8,0.0,0.35,after_stage,0,5,5,0,360,44,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,19,0
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T20:30:00,20,1230,0,89,0,4,drink,3000,141,55,3,5,18,2,0,0,0,0,17.4,0.0,0.402,after_stage,0,9,9,0,184,33,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,17,1
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T21:00:00,21,1260,0,59,0,4,drink,3000,141,46,0,9,5,4,0,0,0,0,17.6,0.0,0.268,normal,0,8,8,0,173,33,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,3,B03,B03-M03,C,2026-05-22T21:30:00,21,1290,0,29,0,4,drink,3000,141,38,0,8,9,4,0,0,0,0,17.3,0.05,0.198,normal,0,6,6,0,190,33,0,32,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,7,0
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T16:00:00,16,960,0,359,0,2,dessert,3000,133,133,0,0,0,0,0,0,1,20,23.2,0.02,0.266,normal,0,6,6,0,665,74,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,0,0
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T16:30:00,16,990,0,329,0,2,dessert,3000,133,127,0,6,0,4,0,0,1,20,24.1,0.0,0.218,normal,0,7,7,0,545,64,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,0
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T17:00:00,17,1020,0,299,0,2,dessert,3000,133,120,4,7,6,2,0,0,1,20,21.6,0.01,0.466,pre_stage,0,13,13,0,277,13,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,15,1
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T17:30:00,17,1050,0,269,0,2,dessert,3000,133,107,5,13,7,7,0,0,1,20,23.4,0.0,0.448,pre_stage,0,5,5,0,642,70,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,34,1
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T18:00:00,18,1080,0,239,0,2,dessert,3000,133,102,4,5,13,3,0,0,1,20,22.2,0.0,0.584,main_stage,0,10,10,0,306,36,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,20,1
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T18:30:00,18,1110,0,209,0,2,dessert,3000,133,92,2,10,5,4,20,0,1,20,22.9,0.0,0.585,main_stage,0,22,22,0,126,0,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,1
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T19:00:00,19,1140,0,179,0,2,dessert,3000,133,70,3,22,10,8,0,0,1,20,22.1,0.03,0.576,main_stage,1,6,6,0,350,40,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,29,0
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T19:30:00,19,1170,0,149,0,2,dessert,3000,133,64,0,6,22,3,20,0,1,20,22.4,0.0,0.563,main_stage,1,18,18,0,107,0,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,16,2
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T20:00:00,20,1200,0,119,0,2,dessert,3000,133,46,4,18,6,7,20,30,1,20,20.9,0.0,0.357,after_stage,0,15,15,0,92,0,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,24,0
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T20:30:00,20,1230,0,89,0,2,dessert,3000,133,31,3,15,18,5,20,60,1,20,22.4,0.0,0.355,after_stage,0,3,3,0,310,24,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,11,2
zerofest-synthetic-2026,1,B03,B03-M04,C,2026-05-20T21:00:00,21,1260,0,59,0,2,dessert,3000,133,28,0,3,15,1,0,0,1,20,20.9,0.01,0.238,normal,0,2,2,0,420,25,0,20,Kaggle French Bakery Daily Sales,SYNTHETIC_FEATURE_SNAPSHOT,12,0
